0;0.9567099567099567
1;0.961038961038961
2;0.9523809523809523
3;0.9696969696969697
4;0.961038961038961
5;0.9437229437229437
6;0.06060606060606061
7;0.948051948051948
8;0.9523809523809523
9;0.948051948051948
10;0.9523809523809523
11;0.948051948051948
12;0.9523809523809523
13;0.935064935064935
14;0.9653679653679653
15;0.922077922077922
16;0.948051948051948
17;0.935064935064935
18;0.922077922077922
19;0.9393939393939394
20;0.935064935064935
21;0.9567099567099567
22;0.9523809523809523
23;0.948051948051948
24;0.9393939393939394
25;0.9567099567099567
26;0.9307359307359307
27;0.948051948051948
28;0.9393939393939394
29;0.9307359307359307
30;0.04329004329004329
31;0.9523809523809523
32;0.961038961038961
33;0.9393939393939394
34;0.935064935064935
35;0.05627705627705628
36;0.9696969696969697
37;0.9653679653679653
38;0.9567099567099567
39;0.9696969696969697
40;0.935064935064935
41;0.922077922077922
42;0.9393939393939394
43;0.961038961038961
44;0.9567099567099567
45;0.9393939393939394
46;0.9567099567099567
47;0.9567099567099567
48;0.9393939393939394
49;0.9523809523809523
